name,brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price,price_ranges,screen_size_range,battery_capacity_range,rear_camera_range
Oppo R17 Pro,Oppo,R17 Pro,3700,6.4,Yes,1080,2340,8,8000,128.0,12.0,25.0,Android,Yes,Yes,Yes,2,Yes,Yes,255.59,200-400€,6+(inches),3500-4500(mah),0-24(mp)
Nokia 5.1 Plus,Nokia,5.1 Plus,3060,5.86,Yes,720,1520,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Honor 8X,Honor,8X,3750,6.5,Yes,1080,2340,8,4000,64.0,20.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,<200€,6+(inches),3500-4500(mah),0-24(mp)
Poco F1,Poco,F1,4000,6.18,Yes,1080,2246,8,6000,64.0,12.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,179.88,<200€,6+(inches),3500-4500(mah),0-24(mp)
Nokia 6.1 Plus,Nokia,6.1 Plus,3060,5.8,Yes,1080,2280,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Vivo Nex,Vivo,Nex,4000,6.59,Yes,1080,2316,8,8000,128.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,359.99,200-400€,6+(inches),3500-4500(mah),0-24(mp)
Oppo Find X,Oppo,Find X,3730,6.42,Yes,1080,2340,8,8000,256.0,16.0,25.0,Android,Yes,Yes,Yes,2,Yes,Yes,709.08,600-800€,6+(inches),3500-4500(mah),0-24(mp)
Honor Play,Honor,Play,3750,6.3,Yes,1080,2340,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,216.13,200-400€,6+(inches),3500-4500(mah),0-24(mp)
Realme 1,Realme,1,3410,6.0,Yes,1080,2160,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,123.59,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Xiaomi Mi A2,Xiaomi,Mi A2,3000,5.99,Yes,1080,2160,8,4000,64.0,12.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Honor 10,Honor,10,3400,5.84,Yes,1080,2280,8,6000,128.0,16.0,24.0,Android,Yes,Yes,Yes,2,Yes,Yes,203.88,200-400€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Oppo F7,Oppo,F7,3400,6.23,Yes,1080,2280,8,4000,64.0,16.0,25.0,Android,Yes,Yes,Yes,2,Yes,Yes,227.88,200-400€,6+(inches),3000-3500(mah),0-24(mp)
Vivo X21,Vivo,X21,3200,6.28,Yes,1080,2280,8,6000,64.0,12.0,12.0,Android,Yes,Yes,Yes,2,Yes,Yes,219.48,200-400€,6+(inches),3000-3500(mah),0-24(mp)
Nokia 8 Sirocco,Nokia,8 Sirocco,3260,5.5,Yes,1440,2560,8,6000,128.0,12.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,167.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Infinix Hot S3,Infinix,Hot S3,4000,5.65,Yes,720,1440,8,3000,32.0,13.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Nokia 6.1,Nokia,6.1,3000,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,106.19,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Honor View 10,Honor,View 10,3750,5.99,Yes,1080,2160,8,6000,128.0,16.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,190.79,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Infinix Zero 5 Pro,Infinix,Zero 5 Pro,4350,5.98,Yes,1080,1920,8,6000,128.0,12.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,190.8,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Oppo F5,Oppo,F5,3200,6.0,Yes,1080,2160,8,4000,32.0,16.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,125.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
OnePlus 5T,OnePlus,5T,3300,6.01,Yes,1080,2160,8,6000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,341.99,200-400€,6+(inches),3000-3500(mah),0-24(mp)
Honor 9i,Honor,9i,3340,5.9,Yes,1080,2160,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Xiaomi Mi MIX 2,Xiaomi,Mi MIX 2,3400,5.99,Yes,1080,2160,8,6000,64.0,12.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,359.99,200-400€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Lenovo K8 Plus,Lenovo,K8 Plus,4000,5.2,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.88,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Mi A1,Xiaomi,Mi A1,3080,5.5,Yes,1080,1920,8,4000,32.0,12.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Sony Xperia XZ1,Sony,Xperia XZ1,2700,5.2,Yes,1080,1920,8,4000,32.0,19.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,419.88,400-600€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
LG V30+,LG,V30+,3300,6.0,Yes,1440,2880,8,4000,128.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,335.99,200-400€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Lenovo K8 Note,Lenovo,K8 Note,4000,5.5,Yes,1080,1920,10,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,87.59,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Moto G5S,Motorola,Moto G5S,3000,5.2,Yes,1080,1920,8,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Google Pixel 2 XL,Google,Pixel 2 XL,3520,6.0,Yes,1440,2880,8,4000,64.0,12.2,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,155.93,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Google Pixel 2,Google,Pixel 2,2700,5.0,Yes,1080,1920,8,4000,64.0,12.2,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,119.93,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Motorola Moto X4,Motorola,Moto X4,3000,5.2,Yes,1080,1920,8,3000,32.0,12.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,150.0,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Moto G5S Plus,Motorola,Moto G5S Plus,3000,5.5,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,102.0,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Redmi 5,Xiaomi,Redmi 5,3300,5.7,Yes,720,1440,8,2000,16.0,12.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Redmi Note 5,Xiaomi,Redmi Note 5,4000,5.99,Yes,1080,2160,8,3000,32.0,12.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,104.39,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Jio Phone,Jio,Phone,2000,2.4,No,240,320,2,512,4.0,2.0,0.3,Cyanogen,Yes,Yes,Yes,1,No,Yes,14.99,<200€,2.3-3.0(inches),1010-2300(mah),0-24(mp)
Samsung Galaxy On Max,Samsung,Galaxy On Max,3300,5.7,Yes,1080,1920,8,4000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,118.68,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Motorola Moto Z2 Play,Motorola,Moto Z2 Play,3000,5.5,Yes,1080,1920,8,4000,64.0,12.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,125.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Yu Yureka Black,Yu,reka Black,3000,5.0,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.88,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Xiaomi Mi Max 2,Xiaomi,Mi Max 2,5300,6.44,Yes,1080,1920,8,4000,32.0,12.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,<200€,6+(inches),4500-6000(mah),0-24(mp)
Coolpad Cool Play 6,Coolpad,Cool Play 6,4060,5.5,Yes,1080,1920,8,6000,64.0,13.0,8.0,Android,Yes,Yes,No,2,No,Yes,107.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
OnePlus 5,OnePlus,5,3300,5.5,Yes,1080,1920,8,6000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,209.99,200-400€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Asus ZenFone Zoom S,Asus,ZenFone Zoom S,5000,5.5,Yes,1080,1920,8,4000,64.0,12.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,323.99,200-400€,5.0-6.0(inches),4500-6000(mah),0-24(mp)
Honor 8 Pro,Honor,8 Pro,4000,5.7,Yes,1440,2560,8,6000,128.0,12.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,211.03,200-400€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Micromax Dual 5,Micromax,Dual 5,3200,5.5,Yes,1080,1920,8,4000,128.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,167.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Oppo F3 Plus,Oppo,F3 Plus,4000,6.0,Yes,1080,1920,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,167.88,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Sony Xperia XZ Premium,Sony,Xperia XZ Premium,3230,5.5,Yes,2160,3840,8,4000,64.0,19.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,402.0,400-600€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Motorola Moto G5 Plus,Motorola,Moto G5 Plus,3000,5.2,Yes,1080,1920,8,3000,16.0,12.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,130.8,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Asus ZenFone 3S Max,Asus,ZenFone 3S Max,5000,5.2,Yes,720,1280,8,3000,32.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,179.99,<200€,5.0-6.0(inches),4500-6000(mah),0-24(mp)
Samsung Galaxy C7 Pro,Samsung,Galaxy C7 Pro,3300,5.7,Yes,1080,1920,1,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,203.99,200-400€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
HTC U Play,HTC,U Play,2500,5.2,Yes,1080,1920,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,186.0,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
HTC U Ultra,HTC,U Ultra,3000,5.7,Yes,1440,2560,4,4000,64.0,12.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,655.98,600-800€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Asus ZenFone AR,Asus,ZenFone AR,3300,5.7,Yes,1440,2560,4,8000,128.0,23.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,599.99,400-600€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Xiaomi Redmi 4A,Xiaomi,Redmi 4A,3120,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,<200€,4.0-5.0(inches),3000-3500(mah),0-24(mp)
Xiaomi Redmi 4,Xiaomi,Redmi 4,4100,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Nubia Z11 mini S,Nubia,Z11 mini S,3000,5.2,Yes,1080,1920,8,4000,64.0,23.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,203.99,200-400€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Lenovo Z2 Plus,Lenovo,Z2 Plus,3500,5.0,Yes,1080,1920,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,137.99,<200€,4.0-5.0(inches),3000-3500(mah),0-24(mp)
LG V20,LG,V20,3200,5.7,Yes,1440,2560,4,4000,64.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,323.99,200-400€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Lenovo K6 Power,Lenovo,K6 Power,4000,5.0,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,102.0,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Sony Xperia XZ,Sony,Xperia XZ,2900,5.2,Yes,1080,1920,4,3000,64.0,23.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,143.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Samsung Galaxy J7 Prime,Samsung,Galaxy J7 Prime,3300,5.5,Yes,1080,1920,8,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,191.94,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Motorola Moto Z Play,Motorola,Moto Z Play,3510,5.5,Yes,1080,1920,8,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Xiaomi Redmi Note 4,Xiaomi,Redmi Note 4,4100,5.5,Yes,1080,1920,8,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.88,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Xiaomi Redmi 3S Prime,Xiaomi,Redmi 3S Prime,4100,5.0,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,96.0,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Motorola Moto Z,Motorola,Moto Z,2600,5.5,Yes,1440,2560,4,4000,64.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,143.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Asus ZenFone 3 (ZE552KL),Asus,ZenFone 3 (ZE552KL),3000,5.5,Yes,1080,1920,8,4000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,179.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Smartron t.phone,Smartron,t.phone,3000,5.5,Yes,1080,1920,8,4000,32.0,13.0,4.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.88,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Motorola Moto G4 Plus,Motorola,Moto G4 Plus,3000,5.5,Yes,1080,1920,8,2000,16.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Coolpad Max,Coolpad,Max,2800,5.5,Yes,1080,1920,8,4000,64.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,101.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Xiaomi Mi Max,Xiaomi,Mi Max,4850,6.44,Yes,1080,1920,6,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,143.88,<200€,6+(inches),4500-6000(mah),0-24(mp)
Lenovo Zuk Z1,Lenovo,Zuk Z1,4100,5.5,Yes,1080,1920,4,3000,64.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
LeEco Le 2,LeEco,Le 2,3000,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
LeEco Le Max 2,LeEco,Le Max 2,3100,5.7,Yes,1440,2560,4,4000,32.0,21.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,93.48,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Huawei P9,Huawei,P9,3000,5.2,Yes,1080,1920,8,3000,32.0,12.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,479.99,400-600€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Apple iPhone SE,Apple,iPhone SE,1624,4.0,Yes,640,1136,1,2000,16.0,12.0,1.2,iOS,Yes,Yes,Yes,1,Yes,Yes,203.99,200-400€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
LG G5,LG,G5,2800,5.3,Yes,1440,2560,4,4000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Oppo F1,Oppo,F1,2500,5.0,Yes,720,1280,8,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Samsung Galaxy A5 (2016),Samsung,Galaxy A5 (2016),2900,5.2,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,239.88,200-400€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Xiaomi Redmi Note 3,Xiaomi,Redmi Note 3,4050,5.5,Yes,1080,1920,6,2000,16.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,82.79,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
HTC One A9,HTC,One A9,2150,5.0,Yes,1080,1920,8,3000,32.0,13.0,4.0,Android,Yes,Yes,Yes,1,Yes,Yes,361.79,200-400€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
BlackBerry Priv,BlackBerry,Priv,3410,5.4,Yes,1440,2560,6,3000,32.0,18.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,239.99,200-400€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Google Nexus 5X,LG,Google Nexus 5X,2700,5.2,Yes,1080,1920,6,2000,16.0,12.3,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,311.88,200-400€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Apple iPhone 6s,Apple,iPhone 6s,1715,4.7,Yes,750,1334,2,2000,16.0,12.0,5.0,iOS,Yes,Yes,Yes,1,Yes,Yes,275.99,200-400€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lenovo Vibe P1,Lenovo,Vibe P1,4900,5.5,Yes,1080,1920,8,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,191.99,<200€,5.0-6.0(inches),4500-6000(mah),0-24(mp)
Lenovo Vibe S1,Lenovo,Vibe S1,2420,5.0,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Samsung Galaxy S6 Edge+,Samsung,Galaxy S6 Edge+,3000,5.7,Yes,1440,2560,8,4000,32.0,16.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,215.99,200-400€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Samsung Galaxy Note 5,Samsung,Galaxy Note 5,3000,5.7,Yes,1440,2560,8,4000,32.0,16.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,179.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Motorola Moto X Play,Motorola,Moto X Play,3630,5.5,Yes,1080,1920,8,2000,16.0,21.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.88,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Motorola Moto G (Gen 3),Motorola,Moto G (Gen 3),2470,5.0,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Honor 7,Honor,7,3100,5.2,Yes,1080,1920,8,3000,16.0,20.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,191.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Asus ZenFone Selfie,Asus,ZenFone Selfie,3000,5.5,Yes,1080,1920,8,2000,16.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,179.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
LG G4,LG,G4,3000,5.5,Yes,1440,2560,6,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,159.59,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Xiaomi Mi 4i,Xiaomi,Mi 4i,3120,5.0,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,155.99,<200€,4.0-5.0(inches),3000-3500(mah),0-24(mp)
Lenovo K3 Note,Lenovo,K3 Note,2900,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Motorola Moto Turbo,Motorola,Moto Turbo,3900,5.2,Yes,1440,2560,4,3000,64.0,21.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,383.99,200-400€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Gionee Elife S7,Gionee,Elife S7,2700,5.2,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,191.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Lenovo Vibe Shot,Lenovo,Vibe Shot,2900,5.0,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,117.59,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Samsung Galaxy S6 Edge,Samsung,Galaxy S6 Edge,2600,5.1,Yes,1440,2560,8,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,311.99,200-400€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Honor 6 Plus,Honor,6 Plus,3600,5.5,Yes,1080,1920,8,3000,32.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,317.99,200-400€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
HTC Desire 820s,HTC,Desire 820s,2600,5.5,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,306.0,200-400€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
HTC One (M8 Eye),HTC,One (M8 Eye),2600,5.0,Yes,1080,1920,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,342.0,200-400€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Google Nexus 6,Motorola,Google Nexus 6,3220,5.96,Yes,1440,2560,4,3000,32.0,13.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,161.88,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
HTC Desire Eye,HTC,Desire Eye,2400,5.2,Yes,1080,1920,4,2000,16.0,13.0,13.0,Android,Yes,Yes,Yes,1,Yes,Yes,131.88,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
BlackBerry Passport,BlackBerry,Passport,3450,4.5,Yes,1440,1440,4,3000,32.0,13.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,191.99,<200€,4.0-5.0(inches),3000-3500(mah),0-24(mp)
Apple iPhone 6 Plus,Apple,iPhone 6 Plus,2915,5.5,Yes,1080,1920,1,1000,16.0,8.0,1.2,iOS,Yes,Yes,Yes,1,Yes,Yes,287.99,200-400€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Apple iPhone 6,Apple,iPhone 6,1810,4.7,Yes,750,1334,2,1000,16.0,8.0,1.2,iOS,Yes,Yes,Yes,1,Yes,Yes,191.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Motorola Moto X (Gen 2),Motorola,Moto X (Gen 2),2300,5.2,Yes,1080,1920,4,2000,16.0,13.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,287.99,200-400€,5.0-6.0(inches),1010-2300(mah),0-24(mp)
Motorola Moto G (Gen 2),Motorola,Moto G (Gen 2),2070,5.0,Yes,720,1280,4,1000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,162.0,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Sony Xperia Z3 Compact,Sony,Xperia Z3 Compact,2600,4.6,Yes,720,1280,4,2000,16.0,20.7,2.2,Android,Yes,Yes,Yes,1,Yes,Yes,467.88,400-600€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Samsung Galaxy Note 4,Samsung,Galaxy Note 4,3220,5.7,Yes,1440,2560,4,3000,32.0,16.0,3.7,Android,Yes,Yes,Yes,1,Yes,Yes,334.8,200-400€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Samsung Galaxy Note Edge,Samsung,Galaxy Note Edge,3000,5.6,Yes,1600,2560,4,3000,32.0,16.0,3.7,Android,Yes,Yes,Yes,1,Yes,Yes,359.4,200-400€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Xiaomi Mi 4,Xiaomi,Mi 4,3080,5.0,Yes,1080,1920,4,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,No,95.84,<200€,4.0-5.0(inches),3000-3500(mah),0-24(mp)
Lenovo Vibe Z2 Pro,Lenovo,Vibe Z2 Pro,4000,6.0,Yes,1440,2560,4,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,359.99,200-400€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
OnePlus One,OnePlus,One,3100,5.5,Yes,1080,1920,4,3000,16.0,13.0,5.0,Cyanogen,Yes,Yes,Yes,1,Yes,Yes,263.99,200-400€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Samsung Galaxy S5,Samsung,Galaxy S5,2800,5.1,Yes,1080,1920,8,2000,16.0,16.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,407.99,400-600€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Sony Xperia Z2,Sony,Xperia Z2,3200,5.2,Yes,1080,1920,4,3000,16.0,20.7,2.2,Android,Yes,Yes,Yes,1,Yes,Yes,431.88,400-600€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Sony Xperia Z1 Compact,Sony,Xperia Z1 Compact,2300,4.3,Yes,720,1280,4,2000,16.0,20.7,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,143.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Gionee Elife E7,Gionee,Elife E7,2500,5.5,Yes,1080,1920,4,2000,16.0,16.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,44.39,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
