brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price,performance_c,cam_c,size_c,battery_t,url
Oppo,Find X,3730,6.42,Yes,1080,2340,8,8000,256.0,16.0,25.0,Android,Yes,Yes,Yes,2,Yes,Yes,709.08,5,3,3,3,https://www.amazon.com/s?k=Oppo+Find+X
Honor,Play,3750,6.3,Yes,1080,2340,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,216.13,3,2,2,3,https://www.amazon.com/s?k=Honor+Play
Realme,1,3410,6.0,Yes,1080,2160,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,123.59,2,2,2,3,https://www.amazon.com/s?k=Realme+1
Xiaomi,Mi A2,3000,5.99,Yes,1080,2160,8,4000,64.0,12.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88,3,2,2,2,https://www.amazon.com/s?k=Xiaomi+Mi+A2
Honor,10,3400,5.84,Yes,1080,2280,8,6000,128.0,16.0,24.0,Android,Yes,Yes,Yes,2,Yes,Yes,203.88,4,3,3,3,https://www.amazon.com/s?k=Honor+10
Oppo,F7,3400,6.23,Yes,1080,2280,8,4000,64.0,16.0,25.0,Android,Yes,Yes,Yes,2,Yes,Yes,227.88,3,2,2,3,https://www.amazon.com/s?k=Oppo+F7
Vivo,X21,3200,6.28,Yes,1080,2280,8,6000,64.0,12.0,12.0,Android,Yes,Yes,Yes,2,Yes,Yes,219.48,3,2,2,3,https://www.amazon.com/s?k=Vivo+X21
Nokia,8 Sirocco,3260,5.5,Yes,1440,2560,8,6000,128.0,12.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,167.99,4,3,3,3,https://www.amazon.com/s?k=Nokia+8+Sirocco
Infinix,Hot S3,4000,5.65,Yes,720,1440,8,3000,32.0,13.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,2,2,2,3,https://www.amazon.com/s?k=Infinix+Hot+S3
Nokia,6.1,3000,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,106.19,2,2,2,2,https://www.amazon.com/s?k=Nokia+6.1
Honor,View 10,3750,5.99,Yes,1080,2160,8,6000,128.0,16.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,190.79,4,3,3,3,https://www.amazon.com/s?k=Honor+View+10
Infinix,Zero 5 Pro,4350,5.98,Yes,1080,1920,8,6000,128.0,12.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,190.8,4,3,3,4,https://www.amazon.com/s?k=Infinix+Zero+5+Pro
Oppo,F5,3200,6.0,Yes,1080,2160,8,4000,32.0,16.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,125.99,3,2,2,3,https://www.amazon.com/s?k=Oppo+F5
OnePlus,5T,3300,6.01,Yes,1080,2160,8,6000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,341.99,3,2,2,3,https://www.amazon.com/s?k=OnePlus+5T
Honor,9i,3340,5.9,Yes,1080,2160,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,3,2,2,3,https://www.amazon.com/s?k=Honor+9i
Xiaomi,Mi MIX 2,3400,5.99,Yes,1080,2160,8,6000,64.0,12.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,359.99,3,2,2,3,https://www.amazon.com/s?k=Xiaomi+Mi+MIX+2
Lenovo,K8 Plus,4000,5.2,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.88,2,2,2,3,https://www.amazon.com/s?k=Lenovo+K8+Plus
Xiaomi,Mi A1,3080,5.5,Yes,1080,1920,8,4000,32.0,12.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,3,2,2,3,https://www.amazon.com/s?k=Xiaomi+Mi+A1
Sony,Xperia XZ1,2700,5.2,Yes,1080,1920,8,4000,32.0,19.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,419.88,3,2,2,2,https://www.amazon.com/s?k=Sony+Xperia+XZ1
LG,V30+,3300,6.0,Yes,1440,2880,8,4000,128.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,335.99,4,3,3,3,https://www.amazon.com/s?k=LG+V30+
Lenovo,K8 Note,4000,5.5,Yes,1080,1920,10,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,87.59,2,2,2,3,https://www.amazon.com/s?k=Lenovo+K8+Note
Motorola,Moto G5S,3000,5.2,Yes,1080,1920,8,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,2,2,2,2,https://www.amazon.com/s?k=Motorola+Moto+G5S
Google,Pixel 2 XL,3520,6.0,Yes,1440,2880,8,4000,64.0,12.2,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,155.93,3,2,2,3,https://www.amazon.com/s?k=Google+Pixel+2+XL
Google,Pixel 2,2700,5.0,Yes,1080,1920,8,4000,64.0,12.2,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,119.93,3,2,2,2,https://www.amazon.com/s?k=Google+Pixel+2
Motorola,Moto X4,3000,5.2,Yes,1080,1920,8,3000,32.0,12.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,150.0,2,2,2,2,https://www.amazon.com/s?k=Motorola+Moto+X4
Motorola,Moto G5S Plus,3000,5.5,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,102.0,2,2,2,2,https://www.amazon.com/s?k=Motorola+Moto+G5S+Plus
Xiaomi,Redmi 5,3300,5.7,Yes,720,1440,8,2000,16.0,12.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.99,2,2,2,3,https://www.amazon.com/s?k=Xiaomi+Redmi+5
Xiaomi,Redmi Note 5,4000,5.99,Yes,1080,2160,8,3000,32.0,12.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,104.39,2,2,2,3,https://www.amazon.com/s?k=Xiaomi+Redmi+Note+5
Jio,Phone,2000,2.4,No,240,320,2,512,4.0,2.0,0.3,Cyanogen,Yes,Yes,Yes,1,No,Yes,14.99,1,1,1,1,https://www.amazon.com/s?k=Jio+Phone
Samsung,Galaxy On Max,3300,5.7,Yes,1080,1920,8,4000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,118.68,3,2,2,3,https://www.amazon.com/s?k=Samsung+Galaxy+On+Max
Motorola,Moto Z2 Play,3000,5.5,Yes,1080,1920,8,4000,64.0,12.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,125.99,3,2,2,2,https://www.amazon.com/s?k=Motorola+Moto+Z2+Play
Yu,reka Black,3000,5.0,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.88,3,2,2,2,https://www.amazon.com/s?k=Yu+reka+Black
Xiaomi,Mi Max 2,5300,6.44,Yes,1080,1920,8,4000,32.0,12.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,3,2,2,5,https://www.amazon.com/s?k=Xiaomi+Mi+Max+2
Coolpad,Cool Play 6,4060,5.5,Yes,1080,1920,8,6000,64.0,13.0,8.0,Android,Yes,Yes,No,2,No,Yes,107.99,3,2,2,4,https://www.amazon.com/s?k=Coolpad+Cool+Play+6
OnePlus,5,3300,5.5,Yes,1080,1920,8,6000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,209.99,3,2,2,3,https://www.amazon.com/s?k=OnePlus+5
Asus,ZenFone Zoom S,5000,5.5,Yes,1080,1920,8,4000,64.0,12.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,323.99,3,2,2,4,https://www.amazon.com/s?k=Asus+ZenFone+Zoom+S
Honor,8 Pro,4000,5.7,Yes,1440,2560,8,6000,128.0,12.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,211.03,4,3,3,3,https://www.amazon.com/s?k=Honor+8+Pro
Micromax,Dual 5,3200,5.5,Yes,1080,1920,8,4000,128.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,167.99,4,3,3,3,https://www.amazon.com/s?k=Micromax+Dual+5
Oppo,F3 Plus,4000,6.0,Yes,1080,1920,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,167.88,3,2,2,3,https://www.amazon.com/s?k=Oppo+F3+Plus
Sony,Xperia XZ Premium,3230,5.5,Yes,2160,3840,8,4000,64.0,19.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,402.0,3,2,2,3,https://www.amazon.com/s?k=Sony+Xperia+XZ+Premium
Motorola,Moto G5 Plus,3000,5.2,Yes,1080,1920,8,3000,16.0,12.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,130.8,2,2,2,2,https://www.amazon.com/s?k=Motorola+Moto+G5+Plus
Asus,ZenFone 3S Max,5000,5.2,Yes,720,1280,8,3000,32.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,179.99,2,2,2,4,https://www.amazon.com/s?k=Asus+ZenFone+3S+Max
Samsung,Galaxy C7 Pro,3300,5.7,Yes,1080,1920,1,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,203.99,1,1,1,3,https://www.amazon.com/s?k=Samsung+Galaxy+C7+Pro
HTC,U Play,2500,5.2,Yes,1080,1920,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,186.0,3,2,2,2,https://www.amazon.com/s?k=HTC+U+Play
HTC,U Ultra,3000,5.7,Yes,1440,2560,4,4000,64.0,12.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,655.98,3,2,2,2,https://www.amazon.com/s?k=HTC+U+Ultra
Asus,ZenFone AR,3300,5.7,Yes,1440,2560,4,8000,128.0,23.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,599.99,4,3,3,3,https://www.amazon.com/s?k=Asus+ZenFone+AR
Xiaomi,Redmi 4A,3120,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,1,1,1,3,https://www.amazon.com/s?k=Xiaomi+Redmi+4A
Xiaomi,Redmi 4,4100,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,2,2,2,4,https://www.amazon.com/s?k=Xiaomi+Redmi+4
Nubia,Z11 mini S,3000,5.2,Yes,1080,1920,8,4000,64.0,23.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,203.99,3,2,2,2,https://www.amazon.com/s?k=Nubia+Z11+mini+S
Lenovo,Z2 Plus,3500,5.0,Yes,1080,1920,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,137.99,1,1,1,3,https://www.amazon.com/s?k=Lenovo+Z2+Plus
LG,V20,3200,5.7,Yes,1440,2560,4,4000,64.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,323.99,3,2,2,3,https://www.amazon.com/s?k=LG+V20
Lenovo,K6 Power,4000,5.0,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,102.0,2,2,2,3,https://www.amazon.com/s?k=Lenovo+K6+Power
Sony,Xperia XZ,2900,5.2,Yes,1080,1920,4,3000,64.0,23.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,143.99,1,1,1,2,https://www.amazon.com/s?k=Sony+Xperia+XZ
Samsung,Galaxy J7 Prime,3300,5.5,Yes,1080,1920,8,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,191.94,2,2,2,3,https://www.amazon.com/s?k=Samsung+Galaxy+J7+Prime
Motorola,Moto Z Play,3510,5.5,Yes,1080,1920,8,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88,2,2,2,3,https://www.amazon.com/s?k=Motorola+Moto+Z+Play
Xiaomi,Redmi Note 4,4100,5.5,Yes,1080,1920,8,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.88,2,2,2,4,https://www.amazon.com/s?k=Xiaomi+Redmi+Note+4
Xiaomi,Redmi 3S Prime,4100,5.0,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,96.0,2,2,2,4,https://www.amazon.com/s?k=Xiaomi+Redmi+3S+Prime
Motorola,Moto Z,2600,5.5,Yes,1440,2560,4,4000,64.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,143.99,3,2,2,2,https://www.amazon.com/s?k=Motorola+Moto+Z
Asus,ZenFone 3 (ZE552KL),3000,5.5,Yes,1080,1920,8,4000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,179.99,3,2,2,2,https://www.amazon.com/s?k=Asus+ZenFone+3+(ZE552KL)
Smartron,t.phone,3000,5.5,Yes,1080,1920,8,4000,32.0,13.0,4.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.88,3,2,2,2,https://www.amazon.com/s?k=Smartron+t.phone
Motorola,Moto G4 Plus,3000,5.5,Yes,1080,1920,8,2000,16.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.99,2,2,2,2,https://www.amazon.com/s?k=Motorola+Moto+G4+Plus
Coolpad,Max,2800,5.5,Yes,1080,1920,8,4000,64.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,101.99,3,2,2,2,https://www.amazon.com/s?k=Coolpad+Max
Xiaomi,Mi Max,4850,6.44,Yes,1080,1920,6,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,143.88,2,2,2,4,https://www.amazon.com/s?k=Xiaomi+Mi+Max
Lenovo,Zuk Z1,4100,5.5,Yes,1080,1920,4,3000,64.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.99,1,1,1,4,https://www.amazon.com/s?k=Lenovo+Zuk+Z1
LeEco,Le 2,3000,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,2,2,2,2,https://www.amazon.com/s?k=LeEco+Le+2
LeEco,Le Max 2,3100,5.7,Yes,1440,2560,4,4000,32.0,21.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,93.48,1,1,1,3,https://www.amazon.com/s?k=LeEco+Le+Max+2
Huawei,P9,3000,5.2,Yes,1080,1920,8,3000,32.0,12.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,479.99,2,2,2,2,https://www.amazon.com/s?k=Huawei+P9
Apple,iPhone SE,1624,4.0,Yes,640,1136,1,2000,16.0,12.0,1.2,iOS,Yes,Yes,Yes,1,Yes,Yes,203.99,1,1,1,1,https://www.amazon.com/s?k=Apple+iPhone+SE
LG,G5,2800,5.3,Yes,1440,2560,4,4000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.99,1,1,1,2,https://www.amazon.com/s?k=LG+G5
Oppo,F1,2500,5.0,Yes,720,1280,8,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,2,2,2,2,https://www.amazon.com/s?k=Oppo+F1
Samsung,Galaxy A5 (2016),2900,5.2,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,239.88,2,2,2,2,https://www.amazon.com/s?k=Samsung+Galaxy+A5+(2016)
Xiaomi,Redmi Note 3,4050,5.5,Yes,1080,1920,6,2000,16.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,82.79,2,1,1,4,https://www.amazon.com/s?k=Xiaomi+Redmi+Note+3
HTC,One A9,2150,5.0,Yes,1080,1920,8,3000,32.0,13.0,4.0,Android,Yes,Yes,Yes,1,Yes,Yes,361.79,2,2,2,2,https://www.amazon.com/s?k=HTC+One+A9
BlackBerry,Priv,3410,5.4,Yes,1440,2560,6,3000,32.0,18.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,239.99,2,2,2,3,https://www.amazon.com/s?k=BlackBerry+Priv
LG,Google Nexus 5X,2700,5.2,Yes,1080,1920,6,2000,16.0,12.3,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,311.88,2,1,1,2,https://www.amazon.com/s?k=LG+Google+Nexus+5X
Apple,iPhone 6s,1715,4.7,Yes,750,1334,2,2000,16.0,12.0,5.0,iOS,Yes,Yes,Yes,1,Yes,Yes,275.99,1,1,1,1,https://www.amazon.com/s?k=Apple+iPhone+6s
Lenovo,Vibe P1,4900,5.5,Yes,1080,1920,8,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,191.99,2,2,2,4,https://www.amazon.com/s?k=Lenovo+Vibe+P1
Lenovo,Vibe S1,2420,5.0,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88,2,2,2,2,https://www.amazon.com/s?k=Lenovo+Vibe+S1
Samsung,Galaxy S6 Edge+,3000,5.7,Yes,1440,2560,8,4000,32.0,16.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,215.99,3,2,2,2,https://www.amazon.com/s?k=Samsung+Galaxy+S6+Edge+
Samsung,Galaxy Note 5,3000,5.7,Yes,1440,2560,8,4000,32.0,16.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,179.99,3,2,2,2,https://www.amazon.com/s?k=Samsung+Galaxy+Note+5
Motorola,Moto X Play,3630,5.5,Yes,1080,1920,8,2000,16.0,21.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.88,2,2,2,3,https://www.amazon.com/s?k=Motorola+Moto+X+Play
Motorola,Moto G (Gen 3),2470,5.0,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.99,1,1,1,2,https://www.amazon.com/s?k=Motorola+Moto+G+(Gen+3)
Honor,7,3100,5.2,Yes,1080,1920,8,3000,16.0,20.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,191.99,2,2,2,3,https://www.amazon.com/s?k=Honor+7
Asus,ZenFone Selfie,3000,5.5,Yes,1080,1920,8,2000,16.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,179.99,2,2,2,2,https://www.amazon.com/s?k=Asus+ZenFone+Selfie
LG,G4,3000,5.5,Yes,1440,2560,6,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,159.59,2,2,2,2,https://www.amazon.com/s?k=LG+G4
Xiaomi,Mi 4i,3120,5.0,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,155.99,2,2,2,3,https://www.amazon.com/s?k=Xiaomi+Mi+4i
Lenovo,K3 Note,2900,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,2,2,2,2,https://www.amazon.com/s?k=Lenovo+K3+Note
Motorola,Moto Turbo,3900,5.2,Yes,1440,2560,4,3000,64.0,21.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,383.99,1,1,1,3,https://www.amazon.com/s?k=Motorola+Moto+Turbo
Gionee,Elife S7,2700,5.2,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,191.99,2,2,2,2,https://www.amazon.com/s?k=Gionee+Elife+S7
Lenovo,Vibe Shot,2900,5.0,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,117.59,2,2,2,2,https://www.amazon.com/s?k=Lenovo+Vibe+Shot
Samsung,Galaxy S6 Edge,2600,5.1,Yes,1440,2560,8,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,311.99,2,2,2,2,https://www.amazon.com/s?k=Samsung+Galaxy+S6+Edge
Honor,6 Plus,3600,5.5,Yes,1080,1920,8,3000,32.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,317.99,2,2,2,3,https://www.amazon.com/s?k=Honor+6+Plus
HTC,Desire 820s,2600,5.5,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,306.0,2,2,2,2,https://www.amazon.com/s?k=HTC+Desire+820s
HTC,One (M8 Eye),2600,5.0,Yes,1080,1920,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,342.0,1,1,1,2,https://www.amazon.com/s?k=HTC+One+(M8+Eye)
Motorola,Google Nexus 6,3220,5.96,Yes,1440,2560,4,3000,32.0,13.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,161.88,1,1,1,3,https://www.amazon.com/s?k=Motorola+Google+Nexus+6
HTC,Desire Eye,2400,5.2,Yes,1080,1920,4,2000,16.0,13.0,13.0,Android,Yes,Yes,Yes,1,Yes,Yes,131.88,1,1,1,2,https://www.amazon.com/s?k=HTC+Desire+Eye
BlackBerry,Passport,3450,4.5,Yes,1440,1440,4,3000,32.0,13.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,191.99,1,1,1,3,https://www.amazon.com/s?k=BlackBerry+Passport
Apple,iPhone 6 Plus,2915,5.5,Yes,1080,1920,1,1000,16.0,8.0,1.2,iOS,Yes,Yes,Yes,1,Yes,Yes,287.99,1,1,1,2,https://www.amazon.com/s?k=Apple+iPhone+6+Plus
Apple,iPhone 6,1810,4.7,Yes,750,1334,2,1000,16.0,8.0,1.2,iOS,Yes,Yes,Yes,1,Yes,Yes,191.99,1,1,1,1,https://www.amazon.com/s?k=Apple+iPhone+6
Motorola,Moto X (Gen 2),2300,5.2,Yes,1080,1920,4,2000,16.0,13.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,287.99,1,1,1,2,https://www.amazon.com/s?k=Motorola+Moto+X+(Gen+2)
Motorola,Moto G (Gen 2),2070,5.0,Yes,720,1280,4,1000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,162.0,1,1,1,2,https://www.amazon.com/s?k=Motorola+Moto+G+(Gen+2)
Sony,Xperia Z3 Compact,2600,4.6,Yes,720,1280,4,2000,16.0,20.7,2.2,Android,Yes,Yes,Yes,1,Yes,Yes,467.88,1,1,1,2,https://www.amazon.com/s?k=Sony+Xperia+Z3+Compact
Samsung,Galaxy Note 4,3220,5.7,Yes,1440,2560,4,3000,32.0,16.0,3.7,Android,Yes,Yes,Yes,1,Yes,Yes,334.8,1,1,1,3,https://www.amazon.com/s?k=Samsung+Galaxy+Note+4
Samsung,Galaxy Note Edge,3000,5.6,Yes,1600,2560,4,3000,32.0,16.0,3.7,Android,Yes,Yes,Yes,1,Yes,Yes,359.4,1,1,1,2,https://www.amazon.com/s?k=Samsung+Galaxy+Note+Edge
Xiaomi,Mi 4,3080,5.0,Yes,1080,1920,4,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,No,95.84,1,1,1,3,https://www.amazon.com/s?k=Xiaomi+Mi+4
Lenovo,Vibe Z2 Pro,4000,6.0,Yes,1440,2560,4,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,359.99,1,1,1,3,https://www.amazon.com/s?k=Lenovo+Vibe+Z2+Pro
OnePlus,One,3100,5.5,Yes,1080,1920,4,3000,16.0,13.0,5.0,Cyanogen,Yes,Yes,Yes,1,Yes,Yes,263.99,1,1,1,3,https://www.amazon.com/s?k=OnePlus+One
Samsung,Galaxy S5,2800,5.1,Yes,1080,1920,8,2000,16.0,16.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,407.99,2,2,2,2,https://www.amazon.com/s?k=Samsung+Galaxy+S5
Sony,Xperia Z2,3200,5.2,Yes,1080,1920,4,3000,16.0,20.7,2.2,Android,Yes,Yes,Yes,1,Yes,Yes,431.88,1,1,1,3,https://www.amazon.com/s?k=Sony+Xperia+Z2
Sony,Xperia Z1 Compact,2300,4.3,Yes,720,1280,4,2000,16.0,20.7,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,143.99,1,1,1,2,https://www.amazon.com/s?k=Sony+Xperia+Z1+Compact
Gionee,Elife E7,2500,5.5,Yes,1080,1920,4,2000,16.0,16.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,44.39,1,1,1,2,https://www.amazon.com/s?k=Gionee+Elife+E7
Samsung,Galaxy Grand 2,2600,5.2,Yes,720,1280,4,1000,8.0,8.0,1.9,Android,Yes,Yes,Yes,2,Yes,Yes,191.99,1,1,1,2,https://www.amazon.com/s?k=Samsung+Galaxy+Grand+2
Motorola,Moto G,2070,4.5,Yes,720,1280,4,1000,8.0,5.0,1.3,Android,Yes,Yes,Yes,2,Yes,No,119.99,1,1,1,2,https://www.amazon.com/s?k=Motorola+Moto+G
LG,Google Nexus 5,2300,4.95,Yes,1080,1920,4,2000,16.0,8.0,1.3,Android,Yes,Yes,Yes,1,Yes,Yes,144.0,1,1,1,2,https://www.amazon.com/s?k=LG+Google+Nexus+5
Nokia,Lumia 1520,3400,6.0,Yes,1080,1920,4,2000,32.0,20.0,1.2,Windows,Yes,Yes,Yes,1,Yes,Yes,419.88,1,1,1,3,https://www.amazon.com/s?k=Nokia+Lumia+1520
Apple,iPhone 5c,1507,4.0,Yes,640,1136,2,1000,8.0,8.0,1.2,iOS,Yes,Yes,Yes,1,Yes,Yes,101.99,1,1,1,1,https://www.amazon.com/s?k=Apple+iPhone+5c
Xiaomi,Mi 3,3050,5.0,Yes,1080,1920,4,2000,16.0,13.0,2.0,Android,Yes,Yes,Yes,1,Yes,No,167.99,1,1,1,3,https://www.amazon.com/s?k=Xiaomi+Mi+3
Samsung,Galaxy Note 3,3200,5.7,Yes,1080,1920,8,3000,32.0,13.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,607.8,2,2,2,3,https://www.amazon.com/s?k=Samsung+Galaxy+Note+3
Sony,Xperia Z1,3000,5.0,Yes,1080,1920,1,2000,16.0,20.7,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,680.39,1,1,1,2,https://www.amazon.com/s?k=Sony+Xperia+Z1
LG,G2,3000,5.2,Yes,1080,1920,4,2000,16.0,13.0,2.1,Android,Yes,Yes,Yes,1,Yes,Yes,269.99,1,1,1,2,https://www.amazon.com/s?k=LG+G2
Motorola,Moto X,2200,4.7,Yes,720,1280,2,2000,16.0,10.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,180.0,1,1,1,2,https://www.amazon.com/s?k=Motorola+Moto+X
Sony,Xperia Z,2330,5.0,Yes,1080,1920,4,2000,16.0,13.1,2.2,Android,Yes,Yes,Yes,1,Yes,Yes,389.88,1,1,1,2,https://www.amazon.com/s?k=Sony+Xperia+Z
Samsung,Galaxy S III,2100,4.8,Yes,720,1280,4,1000,16.0,8.0,1.9,Android,Yes,Yes,Yes,1,Yes,Yes,71.99,1,1,1,2,https://www.amazon.com/s?k=Samsung+Galaxy+S+III
Samsung,Galaxy S4,2600,5.0,Yes,1080,1920,8,2000,16.0,13.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,694.98,2,2,2,2,https://www.amazon.com/s?k=Samsung+Galaxy+S4
Nokia,Lumia 920,2000,4.5,Yes,768,1280,2,1000,32.0,8.7,1.3,Windows,Yes,Yes,Yes,1,Yes,No,107.99,1,1,1,1,https://www.amazon.com/s?k=Nokia+Lumia+920
Oppo,F15,4000,6.4,Yes,1080,2400,8,8000,128.0,48.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,224.28,4,3,3,3,https://www.amazon.com/s?k=Oppo+F15
